driver_trip,Move_Up_this_percent,Move_to_this_percentile
1054_180,0,90.0
1054_184,0,90.0
1054_187,0,90.0
1054_188,0,90.0
1054_195,0,90.0
1055_57,0,50.0
1055_190,0,50.0
1056_3,0,90.0
1056_15,0,90.0
1056_16,0,90.0
1056_19,0,90.0
1056_24,0,90.0
1056_30,0,90.0
1056_32,0,90.0
1056_33,0,90.0
1056_60,0,90.0
1056_70,0,90.0
1056_76,0,90.0
1056_79,0,90.0
1056_83,0,90.0
1056_86,0,90.0
1056_88,0,90.0
1056_107,0,90.0
1056_111,0,90.0
1056_112,0,90.0
1056_113,0,90.0
1056_119,0,90.0
1056_120,0,90.0
1056_135,0,90.0
1056_140,0,90.0
1056_142,0,90.0
1056_148,0,90.0
1056_166,0,90.0
1056_174,0,90.0
1056_181,0,90.0
1056_190,0,90.0
1056_193,0,90.0
1056_200,0,90.0
1057_62,0,60.0
1057_90,0,60.0
1057_143,0,60.0
1057_173,0,60.0
1058_6,0,90.0
1058_34,0,90.0
1058_59,0,90.0
1058_65,0,90.0
1058_81,0,90.0
1058_84,0,90.0
1058_90,0,90.0
1058_120,0,90.0
1058_128,0,90.0
1058_154,0,90.0
1058_156,0,90.0
1058_161,0,90.0
1058_162,0,90.0
1058_175,0,90.0
1058_176,0,90.0
1059_11,0,82.0
1059_27,0,82.0
1059_53,0,82.0
1059_67,0,82.0
1059_109,0,82.0
1059_116,0,82.0
1059_186,0,82.0
1059_195,0,82.0
1059_197,0,82.0
106_1,0,90.0
106_10,0,90.0
106_15,0,90.0
106_19,0,90.0
106_61,0,90.0
106_91,0,90.0
106_95,0,90.0
106_131,0,90.0
106_135,0,90.0
106_144,0,90.0
106_149,0,90.0
106_169,0,90.0
106_170,0,90.0
1060_4,0,82.0
1060_11,0,82.0
1060_18,0,82.0
1060_93,0,82.0
1060_133,0,82.0
1060_143,0,82.0
1060_170,0,82.0
1060_178,0,82.0
1060_179,0,82.0
1061_22,0,50.0
1061_118,0,50.0
1062_57,0,60.0
1062_61,0,60.0
1062_125,0,60.0
1063_24,0,60.0
1063_158,0,60.0
1063_168,0,60.0
1064_28,0,60.0
1064_56,0,60.0
1064_63,0,60.0
1064_98,0,60.0
1064_132,0,60.0
1065_189,0,50.0
1065_196,0,50.0
1066_47,0,60.0
1066_93,0,60.0
1066_100,0,60.0
1066_103,0,60.0
1066_113,0,60.0
1067_40,0,82.0
1067_97,0,82.0
1067_122,0,82.0
1067_156,0,82.0
1067_183,0,82.0
1067_192,0,82.0
1067_193,0,82.0
1068_50,0,60.0
1068_84,0,60.0
1068_127,0,60.0
1069_17,0,90.0
1069_47,0,90.0
1069_48,0,90.0
1069_49,0,90.0
1069_75,0,90.0
1069_109,0,90.0
1069_131,0,90.0
1069_145,0,90.0
1069_152,0,90.0
1069_174,0,90.0
1069_199,0,90.0
107_53,0,60.0
107_115,0,60.0
107_198,0,60.0
1070_16,0,50.0
1071_2,0,60.0
1071_10,0,60.0
1071_17,0,60.0
1071_95,0,60.0
1071_200,0,60.0
1072_23,0,90.0
1072_29,0,90.0
1072_46,0,90.0
1072_53,0,90.0
1072_73,0,90.0
1072_80,0,90.0
1072_99,0,90.0
1072_102,0,90.0
1072_111,0,90.0
1072_112,0,90.0
1072_115,0,90.0
1072_118,0,90.0
1072_140,0,90.0
1072_170,0,90.0
1073_4,0,82.0
1073_8,0,82.0
1073_57,0,82.0
1073_63,0,82.0
1073_110,0,82.0
1073_156,0,82.0
1074_12,0,82.0
1074_16,0,82.0
1074_79,0,82.0
1074_96,0,82.0
1074_110,0,82.0
1074_139,0,82.0
1074_172,0,82.0
1076_1,0,82.0
1076_28,0,82.0
1076_53,0,82.0
1076_89,0,82.0
1076_92,0,82.0
1076_159,0,82.0
1077_43,0,82.0
1077_80,0,82.0
1077_83,0,82.0
1077_110,0,82.0
1077_123,0,82.0
1077_140,0,82.0
1077_146,0,82.0
1078_23,0,90.0
1078_32,0,90.0
1078_58,0,90.0
1078_67,0,90.0
1078_108,0,90.0
1078_153,0,90.0
1078_164,0,90.0
1078_165,0,90.0
1078_169,0,90.0
1078_187,0,90.0
1078_191,0,90.0
1079_17,0,60.0
1079_62,0,60.0
1079_123,0,60.0
1079_159,0,60.0
1079_162,0,60.0
108_140,0,50.0
1080_2,0,82.0
1080_32,0,82.0
1080_75,0,82.0
1080_77,0,82.0
1080_97,0,82.0
1080_118,0,82.0
1080_120,0,82.0
1080_130,0,82.0
1081_3,0,82.0
1081_47,0,82.0
1081_66,0,82.0
1081_90,0,82.0
1081_148,0,82.0
1081_153,0,82.0
1081_190,0,82.0
1082_7,0,90.0
1082_8,0,90.0
1082_23,0,90.0
1082_28,0,90.0
1082_34,0,90.0
1082_42,0,90.0
1082_46,0,90.0
1082_62,0,90.0
1082_92,0,90.0
1082_116,0,90.0
1082_134,0,90.0
1083_60,0,60.0
1083_109,0,60.0
1083_192,0,60.0
1084_161,0,50.0
1085_1,0,82.0
1085_5,0,82.0
1085_13,0,82.0
1085_25,0,82.0
1085_54,0,82.0
1085_166,0,82.0
1086_21,0,82.0
1086_34,0,82.0
1086_51,0,82.0
1086_90,0,82.0
1086_98,0,82.0
1086_118,0,82.0
1086_119,0,82.0
1086_129,0,82.0
1086_131,0,82.0
1087_9,0,60.0
1087_17,0,60.0
1087_108,0,60.0
1088_59,0,82.0
1088_67,0,82.0
1088_77,0,82.0
1088_88,0,82.0
1088_91,0,82.0
1088_96,0,82.0
1088_119,0,82.0
1089_3,0,90.0
1089_6,0,90.0
1089_19,0,90.0
1089_25,0,90.0
1089_34,0,90.0
1089_39,0,90.0
1089_50,0,90.0
1089_65,0,90.0
1089_86,0,90.0
1089_99,0,90.0
1089_127,0,90.0
1089_163,0,90.0
1089_164,0,90.0
1089_177,0,90.0
1089_181,0,90.0
109_70,0,82.0
109_81,0,82.0
109_87,0,82.0
109_96,0,82.0
109_116,0,82.0
109_164,0,82.0
1090_23,0,60.0
1090_28,0,60.0
1090_89,0,60.0
1090_110,0,60.0
1090_122,0,60.0
1091_1,0,60.0
1091_3,0,60.0
1091_107,0,60.0
1092_11,0,60.0
1092_43,0,60.0
1092_51,0,60.0
1092_169,0,60.0
1092_177,0,60.0
1093_67,0,60.0
1093_70,0,60.0
1093_83,0,60.0
1093_110,0,60.0
1094_20,0,60.0
1094_29,0,60.0
1094_92,0,60.0
1094_113,0,60.0
1094_135,0,60.0
1095_14,0,60.0
1095_71,0,60.0
1095_100,0,60.0
1095_146,0,60.0
1096_26,0,82.0
1096_46,0,82.0
1096_95,0,82.0
1096_106,0,82.0
1096_109,0,82.0
1096_144,0,82.0
1096_166,0,82.0
1096_177,0,82.0
1097_22,0,50.0
1097_44,0,50.0
1098_4,0,60.0
1098_14,0,60.0
1098_75,0,60.0
1098_81,0,60.0
1098_174,0,60.0
1099_51,0,50.0
11_144,0,50.0
11_182,0,50.0
110_1,0,90.0
110_30,0,90.0
110_31,0,90.0
110_66,0,90.0
110_87,0,90.0
110_97,0,90.0
110_100,0,90.0
110_106,0,90.0
110_161,0,90.0
110_199,0,90.0
110_200,0,90.0
1100_81,0,50.0
1100_166,0,50.0
1101_23,0,82.0
1101_26,0,82.0
1101_30,0,82.0
1101_41,0,82.0
1101_95,0,82.0
1101_118,0,82.0
1101_153,0,82.0
1101_180,0,82.0
1101_185,0,82.0
1102_67,0,50.0
1103_7,0,82.0
1103_16,0,82.0
1103_39,0,82.0
1103_73,0,82.0
1103_85,0,82.0
1103_124,0,82.0
1103_137,0,82.0
1103_150,0,82.0
1104_27,0,82.0
1104_31,0,82.0
1104_35,0,82.0
1104_40,0,82.0
1104_46,0,82.0
1104_49,0,82.0
1104_56,0,82.0
1104_159,0,82.0
1104_167,0,82.0
1105_26,0,60.0
1105_32,0,60.0
1105_102,0,60.0
1105_149,0,60.0
1105_181,0,60.0
1106_14,0,60.0
1106_50,0,60.0
1106_76,0,60.0
1107_3,0,82.0
1107_33,0,82.0
1107_43,0,82.0
1107_111,0,82.0
1107_119,0,82.0
1107_138,0,82.0
1107_140,0,82.0
1107_157,0,82.0
1107_186,0,82.0
1108_103,0,50.0
1108_196,0,50.0
1109_18,0,82.0
1109_19,0,82.0
1109_112,0,82.0
1109_134,0,82.0
1109_143,0,82.0
1109_154,0,82.0
1109_165,0,82.0
111_25,0,82.0
111_31,0,82.0
111_95,0,82.0
111_99,0,82.0
111_101,0,82.0
111_129,0,82.0
111_136,0,82.0
111_141,0,82.0
1110_32,0,60.0
1110_40,0,60.0
1110_95,0,60.0
1110_117,0,60.0
1111_4,0,82.0
1111_5,0,82.0
1111_18,0,82.0
1111_38,0,82.0
1111_59,0,82.0
1111_97,0,82.0
1111_103,0,82.0
1111_169,0,82.0
1111_186,0,82.0
1113_28,0,82.0
1113_41,0,82.0
1113_61,0,82.0
1113_99,0,82.0
1113_129,0,82.0
1113_137,0,82.0
1113_169,0,82.0
1113_175,0,82.0
1114_11,0,82.0
1114_16,0,82.0
1114_55,0,82.0
1114_87,0,82.0
1114_88,0,82.0
1114_119,0,82.0
1114_124,0,82.0
1114_159,0,82.0
1115_77,0,60.0
1115_163,0,60.0
1115_166,0,60.0
1115_173,0,60.0
1115_199,0,60.0
1117_1,0,90.0
1117_18,0,90.0
1117_21,0,90.0
1117_32,0,90.0
1117_37,0,90.0
1117_52,0,90.0
1117_66,0,90.0
1117_77,0,90.0
1117_91,0,90.0
1117_130,0,90.0
1117_188,0,90.0
1117_200,0,90.0
1118_2,0,90.0
1118_14,0,90.0
1118_32,0,90.0
1118_42,0,90.0
1118_67,0,90.0
1118_76,0,90.0
1118_85,0,90.0
1118_89,0,90.0
1118_114,0,90.0
1118_118,0,90.0
1118_127,0,90.0
1118_139,0,90.0
1118_140,0,90.0
1118_168,0,90.0
1118_169,0,90.0
1119_33,0,60.0
1119_87,0,60.0
1119_149,0,60.0
112_103,0,50.0
1120_10,0,50.0
1120_103,0,50.0
1121_1,0,90.0
1121_14,0,90.0
1121_37,0,90.0
1121_38,0,90.0
1121_46,0,90.0
1121_76,0,90.0
1121_115,0,90.0
1121_119,0,90.0
1121_124,0,90.0
1121_144,0,90.0
1121_166,0,90.0
1121_167,0,90.0
1122_120,0,50.0
1122_136,0,50.0
1124_3,0,90.0
1124_20,0,90.0
1124_25,0,90.0
1124_27,0,90.0
1124_32,0,90.0
1124_39,0,90.0
1124_40,0,90.0
1124_44,0,90.0
1124_57,0,90.0
1124_58,0,90.0
1124_59,0,90.0
1124_81,0,90.0
1124_106,0,90.0
1124_116,0,90.0
1124_141,0,90.0
1124_144,0,90.0
1124_147,0,90.0
1124_159,0,90.0
1124_160,0,90.0
1124_161,0,90.0
1124_171,0,90.0
1124_176,0,90.0
1124_180,0,90.0
1124_183,0,90.0
1124_189,0,90.0
1124_190,0,90.0
1125_18,0,60.0
1125_32,0,60.0
1125_194,0,60.0
1126_73,0,50.0
1126_89,0,50.0
1127_50,0,60.0
1127_81,0,60.0
1127_112,0,60.0
1127_160,0,60.0
1127_173,0,60.0
1128_4,0,90.0
1128_44,0,90.0
1128_64,0,90.0
1128_89,0,90.0
1128_91,0,90.0
1128_106,0,90.0
1128_110,0,90.0
1128_113,0,90.0
1128_125,0,90.0
1128_132,0,90.0
1128_153,0,90.0
1128_154,0,90.0
1128_200,0,90.0
1129_19,0,82.0
1129_53,0,82.0
1129_54,0,82.0
1129_113,0,82.0
1129_165,0,82.0
1129_192,0,82.0
113_23,0,60.0
113_62,0,60.0
113_132,0,60.0
113_190,0,60.0
1130_68,0,82.0
1130_82,0,82.0
1130_83,0,82.0
1130_98,0,82.0
1130_111,0,82.0
1130_134,0,82.0
1130_194,0,82.0
1130_199,0,82.0
1131_19,0,82.0
1131_41,0,82.0
1131_70,0,82.0
1131_93,0,82.0
1131_101,0,82.0
1131_122,0,82.0
1131_152,0,82.0
1131_198,0,82.0
1132_13,0,60.0
1132_51,0,60.0
1132_91,0,60.0
1132_168,0,60.0
1133_40,0,82.0
1133_45,0,82.0
1133_47,0,82.0
1133_67,0,82.0
1133_78,0,82.0
1133_119,0,82.0
1133_165,0,82.0
1135_23,0,60.0
1135_76,0,60.0
1135_153,0,60.0
1137_10,0,60.0
1137_80,0,60.0
1137_81,0,60.0
1137_95,0,60.0
1138_60,0,50.0
1139_76,0,60.0
1139_129,0,60.0
1139_181,0,60.0
1139_195,0,60.0
114_18,0,60.0
114_23,0,60.0
114_157,0,60.0
1140_1,0,90.0
1140_6,0,90.0
1140_10,0,90.0
1140_12,0,90.0
1140_13,0,90.0
1140_15,0,90.0
1140_18,0,90.0
1140_19,0,90.0
1140_22,0,90.0
1140_23,0,90.0
1140_44,0,90.0
1140_47,0,90.0
1140_50,0,90.0
1140_53,0,90.0
1140_54,0,90.0
1140_59,0,90.0
1140_62,0,90.0
1140_69,0,90.0
1140_70,0,90.0
1140_80,0,90.0
1140_81,0,90.0
1140_84,0,90.0
1140_87,0,90.0
1140_88,0,90.0
1140_93,0,90.0
1140_94,0,90.0
1140_95,0,90.0
1140_96,0,90.0
1140_102,0,90.0
1140_113,0,90.0
1140_114,0,90.0
1140_115,0,90.0
1140_117,0,90.0
1140_124,0,90.0
1140_134,0,90.0
1140_135,0,90.0
1140_139,0,90.0
1140_140,0,90.0
1140_141,0,90.0
1140_142,0,90.0
1140_145,0,90.0
1140_148,0,90.0
1140_149,0,90.0
1140_150,0,90.0
1140_152,0,90.0
1140_162,0,90.0
1140_172,0,90.0
1140_174,0,90.0
1140_175,0,90.0
1140_180,0,90.0
1140_185,0,90.0
1140_191,0,90.0
1140_193,0,90.0
1141_12,0,82.0
1141_98,0,82.0
1141_108,0,82.0
1141_112,0,82.0
1141_151,0,82.0
1141_196,0,82.0
1141_200,0,82.0
1142_10,0,60.0
1142_87,0,60.0
1142_135,0,60.0
1142_145,0,60.0
1142_192,0,60.0
1143_1,0,82.0
1143_30,0,82.0
1143_57,0,82.0
1143_63,0,82.0
1143_132,0,82.0
1143_146,0,82.0
1143_155,0,82.0
1143_163,0,82.0
1143_167,0,82.0
1144_120,0,82.0
1144_137,0,82.0
1144_140,0,82.0
1144_153,0,82.0
1144_167,0,82.0
1144_185,0,82.0
1145_48,0,50.0
1147_1,0,82.0
1147_31,0,82.0
1147_74,0,82.0
1147_84,0,82.0
1147_101,0,82.0
1147_125,0,82.0
1147_160,0,82.0
1148_17,0,60.0
1148_52,0,60.0
1148_86,0,60.0
1148_109,0,60.0
1149_28,0,60.0
1149_83,0,60.0
1149_145,0,60.0
1149_164,0,60.0
1149_194,0,60.0
115_2,0,50.0
115_31,0,50.0
1150_62,0,82.0
1150_66,0,82.0
1150_75,0,82.0
1150_123,0,82.0
1150_178,0,82.0
1150_191,0,82.0
1151_97,0,60.0
1151_156,0,60.0
1151_158,0,60.0
1152_1,0,90.0
1152_2,0,90.0
1152_12,0,90.0
1152_18,0,90.0
1152_20,0,90.0
1152_42,0,90.0
1152_71,0,90.0
1152_112,0,90.0
1152_114,0,90.0
1152_146,0,90.0
1152_149,0,90.0
1152_166,0,90.0
1152_167,0,90.0
1153_49,0,60.0
1153_135,0,60.0
1153_159,0,60.0
1153_195,0,60.0
1154_28,0,60.0
1154_117,0,60.0
1154_162,0,60.0
1155_24,0,90.0
1155_25,0,90.0
1155_28,0,90.0
1155_31,0,90.0
1155_55,0,90.0
1155_94,0,90.0
1155_122,0,90.0
1155_133,0,90.0
1155_135,0,90.0
1155_138,0,90.0
1155_151,0,90.0
1155_164,0,90.0
1155_169,0,90.0
1155_185,0,90.0
1155_196,0,90.0
1156_18,0,60.0
1156_61,0,60.0
1156_69,0,60.0
1156_168,0,60.0
1157_1,0,82.0
1157_6,0,82.0
1157_25,0,82.0
1157_28,0,82.0
1157_88,0,82.0
1157_97,0,82.0
1157_153,0,82.0
1157_183,0,82.0
1158_176,0,50.0
1159_14,0,60.0
1159_70,0,60.0
1159_189,0,60.0
116_21,0,82.0
116_60,0,82.0
116_108,0,82.0
116_119,0,82.0
116_129,0,82.0
116_166,0,82.0
116_185,0,82.0
1160_18,0,82.0
1160_64,0,82.0
1160_107,0,82.0
1160_134,0,82.0
1160_150,0,82.0
1160_185,0,82.0
1160_193,0,82.0
1160_194,0,82.0
1160_195,0,82.0
1161_39,0,60.0
1161_67,0,60.0
1161_95,0,60.0
1161_100,0,60.0
1161_171,0,60.0
1162_26,0,90.0
1162_33,0,90.0
1162_51,0,90.0
1162_54,0,90.0
1162_55,0,90.0
1162_57,0,90.0
1162_67,0,90.0
1162_74,0,90.0
1162_85,0,90.0
1162_89,0,90.0
1162_102,0,90.0
1162_116,0,90.0
1162_122,0,90.0
1162_151,0,90.0
1162_160,0,90.0
1162_188,0,90.0
1162_193,0,90.0
1162_195,0,90.0
1163_12,0,60.0
1163_17,0,60.0
1163_109,0,60.0
1163_122,0,60.0
1163_176,0,60.0
1164_7,0,90.0
1164_29,0,90.0
1164_31,0,90.0
1164_38,0,90.0
1164_59,0,90.0
1164_73,0,90.0
1164_82,0,90.0
1164_132,0,90.0
1164_158,0,90.0
1164_185,0,90.0
1165_12,0,60.0
1165_72,0,60.0
1165_87,0,60.0
1165_114,0,60.0
1165_195,0,60.0
1166_14,0,90.0
1166_23,0,90.0
1166_31,0,90.0
1166_34,0,90.0
1166_36,0,90.0
1166_38,0,90.0
1166_48,0,90.0
1166_59,0,90.0
1166_66,0,90.0
1166_88,0,90.0
1166_97,0,90.0
1166_98,0,90.0
1166_111,0,90.0
1166_124,0,90.0
1166_134,0,90.0
1166_136,0,90.0
1166_153,0,90.0
1166_158,0,90.0
1166_182,0,90.0
1169_61,0,50.0
117_45,0,60.0
117_68,0,60.0
117_97,0,60.0
117_164,0,60.0
1170_5,0,60.0
1170_25,0,60.0
1170_42,0,60.0
1170_84,0,60.0
1171_9,0,90.0
1171_22,0,90.0
1171_30,0,90.0
1171_42,0,90.0
1171_102,0,90.0
1171_110,0,90.0
1171_131,0,90.0
1171_137,0,90.0
1171_163,0,90.0
1171_171,0,90.0
1172_51,0,50.0
1172_194,0,50.0
1173_42,0,50.0
1174_23,0,50.0
1175_1,0,60.0
1175_36,0,60.0
1175_72,0,60.0
1176_10,0,82.0
1176_47,0,82.0
1176_52,0,82.0
1176_127,0,82.0
1176_177,0,82.0
1176_194,0,82.0
1177_11,0,82.0
1177_103,0,82.0
1177_112,0,82.0
1177_132,0,82.0
1177_141,0,82.0
1177_163,0,82.0
1177_196,0,82.0
1178_170,0,50.0
1178_195,0,50.0
1179_27,0,50.0
1179_107,0,50.0
118_3,0,90.0
118_11,0,90.0
118_60,0,90.0
118_97,0,90.0
118_107,0,90.0
118_113,0,90.0
118_129,0,90.0
118_138,0,90.0
118_139,0,90.0
118_171,0,90.0
1180_21,0,50.0
1180_122,0,50.0
1181_48,0,90.0
1181_67,0,90.0
1181_73,0,90.0
1181_85,0,90.0
1181_114,0,90.0
1181_140,0,90.0
1181_144,0,90.0
1181_163,0,90.0
1181_170,0,90.0
1181_176,0,90.0
1183_5,0,82.0
1183_21,0,82.0
1183_109,0,82.0
1183_128,0,82.0
1183_174,0,82.0
1183_176,0,82.0
1184_6,0,90.0
1184_15,0,90.0
1184_49,0,90.0
1184_53,0,90.0
1184_54,0,90.0
1184_136,0,90.0
1184_141,0,90.0
1184_146,0,90.0
1184_151,0,90.0
1184_160,0,90.0
1184_164,0,90.0
1185_32,0,82.0
1185_37,0,82.0
1185_104,0,82.0
1185_137,0,82.0
1185_188,0,82.0
1185_200,0,82.0
1186_21,0,82.0
1186_80,0,82.0
1186_103,0,82.0
1186_128,0,82.0
1186_174,0,82.0
1186_186,0,82.0
1186_190,0,82.0
1186_192,0,82.0
1187_7,0,60.0
1187_37,0,60.0
1187_42,0,60.0
1187_142,0,60.0
1187_143,0,60.0
1188_62,0,82.0
1188_71,0,82.0
1188_83,0,82.0
1188_103,0,82.0
1188_109,0,82.0
1188_171,0,82.0
119_2,0,60.0
119_25,0,60.0
119_35,0,60.0
1190_21,0,90.0
1190_33,0,90.0
1190_49,0,90.0
1190_104,0,90.0
1190_110,0,90.0
1190_128,0,90.0
1190_145,0,90.0
1190_180,0,90.0
1190_195,0,90.0
1190_199,0,90.0
1191_37,0,60.0
1191_144,0,60.0
1191_198,0,60.0
1192_15,0,60.0
1192_80,0,60.0
1192_113,0,60.0
1192_126,0,60.0
1193_13,0,50.0
1193_21,0,50.0
1194_26,0,60.0
1194_32,0,60.0
1194_39,0,60.0
1194_167,0,60.0
1194_185,0,60.0
1195_96,0,60.0
1195_123,0,60.0
1195_146,0,60.0
1196_8,0,90.0
1196_17,0,90.0
1196_22,0,90.0
1196_35,0,90.0
1196_46,0,90.0
1196_62,0,90.0
1196_68,0,90.0
1196_82,0,90.0
1196_96,0,90.0
1196_98,0,90.0
1196_129,0,90.0
1196_141,0,90.0
1196_158,0,90.0
1196_164,0,90.0
1196_195,0,90.0
1197_101,0,60.0
1197_140,0,60.0
1197_153,0,60.0
1197_172,0,60.0
1197_198,0,60.0
1198_6,0,60.0
1198_60,0,60.0
1198_135,0,60.0
1198_154,0,60.0
1198_199,0,60.0
1199_46,0,60.0
1199_107,0,60.0
1199_200,0,60.0
12_24,0,90.0
12_27,0,90.0
12_29,0,90.0
12_54,0,90.0
12_68,0,90.0
12_69,0,90.0
12_72,0,90.0
12_76,0,90.0
12_84,0,90.0
12_104,0,90.0
12_107,0,90.0
12_108,0,90.0
12_122,0,90.0
12_139,0,90.0
12_140,0,90.0
12_141,0,90.0
12_145,0,90.0
12_149,0,90.0
12_164,0,90.0
12_169,0,90.0
12_177,0,90.0
12_181,0,90.0
12_192,0,90.0
12_193,0,90.0
120_93,0,50.0
1200_7,0,90.0
1200_8,0,90.0
1200_9,0,90.0
1200_12,0,90.0
1200_27,0,90.0
1200_29,0,90.0
1200_31,0,90.0
1200_39,0,90.0
1200_51,0,90.0
1200_65,0,90.0
1200_74,0,90.0
1200_89,0,90.0
1200_92,0,90.0
1200_105,0,90.0
1200_108,0,90.0
1200_121,0,90.0
1200_125,0,90.0
1200_126,0,90.0
1200_151,0,90.0
1200_166,0,90.0
1200_188,0,90.0
1200_193,0,90.0
1200_194,0,90.0
1200_196,0,90.0
1201_53,0,50.0
1202_7,0,60.0
1202_57,0,60.0
1202_67,0,60.0
1202_174,0,60.0
1203_4,0,90.0
1203_27,0,90.0
1203_35,0,90.0
1203_51,0,90.0
1203_57,0,90.0
1203_94,0,90.0
1203_96,0,90.0
1203_130,0,90.0
1203_170,0,90.0
1203_171,0,90.0
1203_182,0,90.0
1204_20,0,60.0
1204_110,0,60.0
1204_164,0,60.0
1205_4,0,50.0
1205_141,0,50.0
1207_27,0,82.0
1207_33,0,82.0
1207_83,0,82.0
1207_151,0,82.0
1207_156,0,82.0
1207_163,0,82.0
1208_28,0,60.0
1208_34,0,60.0
1208_46,0,60.0
1208_171,0,60.0
1208_173,0,60.0
1209_1,0,82.0
1209_40,0,82.0
1209_93,0,82.0
1209_165,0,82.0
1209_167,0,82.0
1209_171,0,82.0
1209_198,0,82.0
121_23,0,90.0
121_27,0,90.0
121_28,0,90.0
121_38,0,90.0
121_49,0,90.0
121_73,0,90.0
121_128,0,90.0
121_136,0,90.0
121_157,0,90.0
121_169,0,90.0
121_190,0,90.0
1210_1,0,90.0
1210_84,0,90.0
1210_94,0,90.0
1210_137,0,90.0
1210_147,0,90.0
1210_158,0,90.0
1210_164,0,90.0
1210_167,0,90.0
1210_186,0,90.0
1210_194,0,90.0
1210_199,0,90.0
1211_34,0,82.0
1211_39,0,82.0
1211_49,0,82.0
1211_74,0,82.0
1211_83,0,82.0
1211_84,0,82.0
1211_90,0,82.0
1211_98,0,82.0
1211_139,0,82.0
1212_59,0,50.0
1212_134,0,50.0
1214_93,0,50.0
1214_108,0,50.0
1215_50,0,50.0
1216_99,0,50.0
1216_113,0,50.0
1217_20,0,82.0
1217_50,0,82.0
1217_119,0,82.0
1217_122,0,82.0
1217_144,0,82.0
1217_153,0,82.0
1217_160,0,82.0
1217_199,0,82.0
1218_10,0,90.0
1218_13,0,90.0
1218_16,0,90.0
1218_26,0,90.0
1218_27,0,90.0
1218_33,0,90.0
1218_43,0,90.0
1218_48,0,90.0
1218_59,0,90.0
1218_73,0,90.0
1218_89,0,90.0
1218_107,0,90.0
1218_121,0,90.0
1218_128,0,90.0
1218_135,0,90.0
1218_140,0,90.0
1218_146,0,90.0
1218_165,0,90.0
1218_170,0,90.0
1218_188,0,90.0
1218_193,0,90.0
1218_198,0,90.0
1219_10,0,60.0
1219_32,0,60.0
1219_79,0,60.0
1219_189,0,60.0
122_29,0,60.0
122_31,0,60.0
122_130,0,60.0
122_148,0,60.0
1220_170,0,60.0
1220_177,0,60.0
1220_182,0,60.0
1221_48,0,82.0
1221_106,0,82.0
1221_112,0,82.0
1221_119,0,82.0
1221_171,0,82.0
1221_190,0,82.0
1222_6,0,60.0
1222_118,0,60.0
1222_181,0,60.0
1222_200,0,60.0
1223_7,0,82.0
1223_25,0,82.0
1223_56,0,82.0
1223_85,0,82.0
1223_121,0,82.0
1223_151,0,82.0
1223_158,0,82.0
1224_12,0,82.0
1224_24,0,82.0
1224_107,0,82.0
1224_119,0,82.0
1224_192,0,82.0
1224_196,0,82.0
1225_45,0,82.0
1225_46,0,82.0
1225_76,0,82.0
1225_84,0,82.0
1225_100,0,82.0
1225_120,0,82.0
1225_153,0,82.0
1226_2,0,50.0
1226_106,0,50.0
1227_116,0,60.0
1227_177,0,60.0
1227_180,0,60.0
1227_188,0,60.0
1229_19,0,60.0
1229_92,0,60.0
1229_139,0,60.0
1229_154,0,60.0
1229_180,0,60.0
123_9,0,60.0
123_163,0,60.0
123_190,0,60.0
123_197,0,60.0
123_199,0,60.0
1231_1,0,90.0
1231_6,0,90.0
1231_15,0,90.0
1231_16,0,90.0
1231_22,0,90.0
1231_31,0,90.0
1231_37,0,90.0
1231_44,0,90.0
1231_45,0,90.0
1231_58,0,90.0
1231_59,0,90.0
1231_66,0,90.0
1231_68,0,90.0
1231_83,0,90.0
1231_85,0,90.0
1231_91,0,90.0
1231_92,0,90.0
1231_93,0,90.0
1231_107,0,90.0
1231_115,0,90.0
1231_118,0,90.0
1231_121,0,90.0
1231_132,0,90.0
1231_137,0,90.0
1231_138,0,90.0
1231_146,0,90.0
1231_154,0,90.0
1231_157,0,90.0
1231_160,0,90.0
1231_161,0,90.0
1231_163,0,90.0
1231_167,0,90.0
1231_181,0,90.0
1231_187,0,90.0
1231_189,0,90.0
1231_199,0,90.0
1233_43,0,90.0
1233_94,0,90.0
1233_97,0,90.0
1233_109,0,90.0
1233_128,0,90.0
1233_135,0,90.0
1233_138,0,90.0
1233_175,0,90.0
1233_199,0,90.0
1233_200,0,90.0
1234_1,0,90.0
1234_40,0,90.0
1234_41,0,90.0
1234_64,0,90.0
1234_66,0,90.0
1234_80,0,90.0
1234_93,0,90.0
1234_104,0,90.0
1234_121,0,90.0
1234_141,0,90.0
1234_156,0,90.0
1234_179,0,90.0
1234_193,0,90.0
1235_5,0,90.0
1235_7,0,90.0
1235_24,0,90.0
1235_31,0,90.0
1235_61,0,90.0
1235_74,0,90.0
1235_76,0,90.0
1235_110,0,90.0
1235_125,0,90.0
1235_131,0,90.0
1235_141,0,90.0
1235_143,0,90.0
1235_149,0,90.0
1235_151,0,90.0
1235_176,0,90.0
1235_187,0,90.0
1235_190,0,90.0
1236_96,0,60.0
1236_154,0,60.0
1236_194,0,60.0
1237_76,0,60.0
1237_118,0,60.0
1237_140,0,60.0
1238_77,0,50.0
1238_172,0,50.0
1239_51,0,60.0
1239_128,0,60.0
1239_162,0,60.0
1239_194,0,60.0
1241_29,0,50.0
1241_144,0,50.0
1242_9,0,90.0
1242_12,0,90.0
1242_39,0,90.0
1242_41,0,90.0
1242_49,0,90.0
